IBM
Call: ibm -r -g 123 
Seed: 123
Date: Wed Oct 31 19:12:19 2018
Version: 2018-10-30 07:48:53 UTC (rev. 576a241)
Environment: machine:DESKTOP-D3MBM6L, user:Dell User, os:Windows_NT, pid:1144

*initialisation_partition[init_1]
ewuilibrium_shortcut: 1949
values {d}
row-col 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
2-7 1447 1213 996 858 762 647 551 489 417 366 344 282 229 213 179 152 142 91 89 72 461
2-8 1449 1243 961 860 741 649 564 453 430 390 324 256 254 186 166 126 129 119 111 94 495
2-9 1363 1189 985 924 754 696 551 483 431 351 316 276 238 201 187 145 114 131 79 85 501
2-10 1457 1235 1020 827 766 618 574 479 440 343 309 277 259 195 171 135 118 111 90 86 490
3-1 1398 1192 1031 873 741 705 560 480 391 381 316 275 250 217 162 145 142 110 97 91 443
3-2 1463 1148 989 863 768 636 565 480 418 362 322 298 231 201 159 154 128 115 98 74 528
3-3 1393 1190 1037 878 776 668 549 469 402 363 317 286 256 183 160 162 134 115 104 73 485
3-4 1405 1141 1064 918 757 664 547 461 421 370 310 279 241 196 168 140 127 110 105 81 495
3-5 1445 1191 1077 899 771 637 586 434 400 343 306 249 221 199 166 151 127 107 91 94 506
3-6 1447 1189 1050 877 738 610 592 521 441 348 315 264 227 216 165 127 121 104 108 85 455
3-7 1435 1169 1010 896 736 660 575 501 406 349 343 255 229 231 159 164 131 78 107 89 477
3-8 1371 1168 1084 872 788 643 594 499 433 350 298 264 229 212 179 146 114 105 89 97 465
3-9 1408 1188 1041 864 693 651 563 492 423 369 330 262 249 204 182 120 137 121 84 94 525
3-10 1440 1234 989 854 765 668 550 502 376 377 298 256 211 191 179 155 130 129 85 95 516
4-1 1377 1231 1012 893 793 704 583 452 430 346 335 232 197 210 176 123 119 114 99 75 499
4-2 1357 1218 1036 899 734 667 548 472 397 362 336 290 228 213 193 151 135 112 92 68 492
4-3 1340 1250 1057 873 807 633 593 484 453 372 290 245 227 200 162 150 114 97 93 79 481
4-4 1361 1158 1078 926 807 668 559 464 424 388 315 271 219 188 151 144 121 99 87 88 484
4-5 1409 1190 1001 834 833 631 592 475 395 347 340 300 222 209 176 151 113 113 84 77 508
4-6 1397 1226 1083 885 712 647 576 487 403 354 316 272 240 213 163 152 141 90 78 75 490
4-7 1417 1163 1028 909 770 615 555 504 429 360 306 230 258 175 184 158 126 119 109 93 492
4-8 1415 1218 1047 825 761 659 565 510 421 376 310 233 222 193 177 146 126 115 94 88 499
4-9 1385 1230 1018 891 746 621 591 503 455 362 302 251 240 187 156 140 125 104 93 76 524
4-10 1454 1157 1073 906 752 660 551 469 418 347 280 257 239 179 197 157 125 115 93 79 492
5-1 1374 1199 1010 882 759 670 615 481 411 330 295 292 232 205 185 146 116 87 90 93 528
5-2 1382 1227 1039 863 773 656 575 488 402 400 322 256 233 182 169 132 123 111 86 89 492
5-3 1438 1231 1040 891 738 634 534 534 392 329 300 253 244 196 170 162 131 114 89 62 518
5-4 1326 1254 1080 871 701 665 559 510 415 345 303 289 257 209 174 117 110 122 77 96 520
5-5 1441 1160 1000 937 743 681 548 487 420 369 294 270 232 187 156 156 125 118 90 88 498
5-6 1436 1211 968 905 751 649 574 467 400 376 303 253 214 184 174 139 133 122 103 97 541
5-7 1400 1208 1007 885 767 665 565 471 417 364 335 266 249 190 173 152 118 98 102 82 486
5-8 1329 1191 1041 928 771 640 592 425 413 387 319 279 235 211 169 171 118 109 92 89 491
5-9 1377 1135 1060 887 800 602 597 495 429 322 333 268 224 234 172 135 123 100 98 73 536
5-10 1300 1190 1074 888 820 662 581 463 454 365 291 259 225 207 148 159 127 118 95 75 499
6-1 1399 1194 1043 870 815 636 570 480 404 341 280 292 236 185 180 140 142 114 97 91 491
6-2 1370 1206 1065 874 808 635 585 485 410 350 285 264 226 193 193 127 156 113 101 93 461
6-3 1371 1225 1089 900 744 624 553 492 404 383 323 278 213 183 176 142 129 100 84 82 505
6-4 1391 1193 1017 839 746 686 549 512 403 386 329 285 237 175 169 139 140 104 94 90 516
6-5 1437 1224 1014 855 769 651 544 550 401 365 295 299 222 177 159 136 135 100 93 90 484
6-6 1403 1191 1026 907 728 645 587 493 435 351 350 306 226 199 178 146 134 113 89 71 422
6-7 1357 1196 1070 922 791 631 559 532 419 372 316 251 211 192 157 138 129 116 69 75 497
6-8 1383 1222 1033 892 735 652 599 471 383 382 292 282 239 192 170 145 153 101 85 78 511
6-9 1414 1179 996 879 822 663 552 476 405 349 322 255 227 195 152 168 153 118 102 83 490
6-10 1366 1179 1025 886 797 648 594 485 414 348 312 294 216 182 159 151 143 121 91 82 507
7-1 1389 1156 1034 889 727 680 563 479 401 329 329 285 225 204 201 149 137 124 104 73 522
7-2 1391 1173 1082 874 791 679 580 457 422 326 334 265 238 187 196 141 106 110 89 76 483
7-3 1426 1139 1111 877 731 636 583 436 444 353 337 264 220 216 178 154 134 98 93 72 498
7-4 1416 1218 1053 909 791 629 545 481 398 357 309 292 230 208 177 125 138 98 86 77 463
7-5 1358 1157 1016 905 818 667 540 508 438 361 315 267 209 197 172 166 123 117 95 74 497
7-6 1377 1199 1026 903 792 634 530 488 424 371 302 280 233 216 158 154 130 123 90 77 493
7-7 1382 1185 1055 851 740 670 565 516 441 333 352 266 241 199 181 157 104 115 83 72 492
7-8 1395 1187 1111 867 695 664 573 485 425 363 307 268 248 183 155 145 108 119 92 86 524
7-9 1368 1180 993 881 774 669 562 499 424 355 298 271 223 196 154 150 154 130 95 86 538
7-10 1417 1160 1016 918 799 661 565 483 409 348 313 273 236 176 178 137 120 134 80 80 497
8-1 1397 1208 1036 915 734 664 542 467 404 369 306 269 233 204 169 181 104 110 103 76 509
8-2 1414 1185 1030 862 731 615 591 555 435 345 315 282 234 190 166 160 123 113 78 73 503
8-3 1310 1191 1058 894 811 637 585 478 428 362 291 256 261 192 161 151 143 118 101 76 496
8-4 1415 1179 1042 893 788 671 527 492 409 347 306 262 225 203 168 145 136 120 88 85 499
8-5 1342 1188 1070 904 792 701 569 509 405 342 307 265 240 180 153 146 110 114 88 81 494
8-6 1406 1183 1067 862 786 682 538 469 384 362 326 246 247 212 166 148 139 86 92 78 521
8-7 1420 1196 1068 849 784 624 596 508 380 363 336 239 235 206 171 144 116 114 84 59 508
8-8 1385 1185 1016 903 804 692 584 479 404 345 325 287 203 173 175 151 128 109 98 79 475
8-9 1396 1220 983 908 768 616 572 472 423 359 323 280 208 210 185 148 113 108 97 88 523
8-10 1373 1150 1033 929 758 673 556 493 432 357 281 252 209 214 177 150 126 89 114 109 525
9-1 1403 1188 1038 947 766 650 606 453 426 334 318 282 230 169 185 134 120 106 77 86 482
9-2 1376 1168 1054 923 767 616 608 498 408 379 288 268 233 197 174 161 121 109 95 65 492
9-3 1424 1191 1050 845 754 638 538 501 452 378 317 269 234 203 165 145 129 106 94 80 487
9-4 1384 1212 1003 884 794 679 564 476 449 367 323 283 203 193 176 152 104 107 94 82 471
9-5 1421 1192 1009 856 770 707 537 507 385 348 312 263 222 184 195 146 120 127 95 71 533
9-6 1425 1190 1013 869 759 639 571 495 413 347 302 262 239 224 195 142 131 99 90 91 504
9-7 1390 1134 1002 911 775 662 578 484 428 359 307 267 236 228 195 160 113 94 98 76 503
9-8 1397 1188 1023 911 746 671 579 545 405 333 286 294 254 174 173 132 117 109 80 67 516
9-9 1321 1185 1035 925 807 666 541 505 389 372 340 290 218 185 162 137 133 101 103 75 510
9-10 1386 1189 1032 918 802 648 565 472 432 373 303 269 244 198 165 136 106 103 87 93 479
10-1 1379 1235 985 919 714 658 567 525 414 356 316 246 257 204 163 137 129 118 82 60 536
10-2 1447 1209 1009 888 728 652 564 515 421 352 329 251 247 189 144 159 131 106 90 92 477
10-3 1429 1164 995 883 797 645 555 514 399 354 314 260 199 206 185 175 122 101 88 87 528
10-4 1406 1210 1037 912 752 722 561 434 442 358 294 275 217 196 175 141 128 97 76 86 481
10-5 1449 1203 1018 832 773 655 560 492 399 375 312 275 229 200 189 145 145 93 105 72 479
10-6 1383 1214 992 917 772 655 525 510 439 414 302 263 236 192 170 161 124 100 104 85 442
10-7 1396 1208 1039 939 750 687 536 472 417 347 302 253 219 209 187 141 121 107 110 57 503
10-8 1311 1226 1012 890 768 624 585 522 380 377 323 286 245 200 165 144 132 114 89 96 511
10-9 1433 1191 1042 910 772 647 564 479 445 313 310 268 227 210 145 155 136 112 109 74 458
10-10 1443 1198 1051 889 773 648 546 484 394 384 305 278 221 189 166 140 110 97 93 90 501
*end

*initialisation_partition[init_2]
year: 1989
values {d}
row-col 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
1-1 3312 2969 2541 2148 1867 1635 1390 1128 1049 902 775 673 570 510 397 391 322 298 226 215 1196
1-2 3229 2905 2480 2050 1884 1613 1355 1148 998 818 712 626 563 446 417 366 294 277 241 187 1233
1-3 2525 2274 2009 1679 1468 1246 1133 930 817 734 626 531 443 396 316 287 234 171 174 157 936
1-4 968 889 659 641 590 461 380 365 295 285 250 194 184 148 120 105 74 93 61 59 399
1-5 849 771 659 552 495 404 374 287 258 226 217 142 134 130 124 98 81 79 55 47 345
1-6 258 245 179 158 129 138 108 85 58 55 47 43 36 35 26 21 17 19 13 20 109
1-7 154 130 109 121 84 91 62 53 40 42 31 32 25 26 28 21 13 10 11 7 48
1-8 101 98 68 61 64 52 45 53 31 23 21 20 14 13 10 12 8 6 9 6 47
1-9 82 61 61 55 54 45 34 24 27 24 13 20 17 10 6 8 8 6 5 4 42
1-10 62 47 39 43 28 23 24 18 20 16 11 11 8 10 8 4 7 10 2 1 17
2-1 2444 2148 1743 1511 1375 1177 989 895 736 643 530 452 390 340 287 279 236 165 175 153 850
2-2 4861 4334 3714 3200 2792 2342 2071 1789 1530 1232 1192 969 846 731 624 509 450 396 331 304 1820
2-3 2556 2235 1917 1726 1483 1267 1025 885 815 717 576 543 430 400 332 248 227 215 209 160 952
2-4 1470 1341 1167 1007 877 730 634 576 456 441 353 320 271 247 179 153 125 140 89 92 513
2-5 1277 1207 962 848 753 625 535 421 387 312 265 240 187 168 144 112 122 110 77 66 438
2-6 426 349 306 268 230 198 175 142 134 99 99 74 64 55 60 36 43 38 26 23 130
2-7 230 185 165 129 131 115 87 91 63 60 44 43 54 35 23 22 24 21 18 17 78
2-8 129 113 115 87 78 69 58 48 39 38 32 26 25 11 20 16 11 20 12 10 52
2-9 98 77 74 58 66 41 39 37 27 27 29 21 9 14 12 9 4 13 4 6 32
2-10 67 56 49 33 33 35 17 19 26 20 15 12 16 9 5 6 3 7 2 3 21
3-1 2550 2038 1854 1659 1422 1165 1024 906 792 713 528 487 426 375 313 269 239 167 166 153 946
3-2 4381 3840 3242 2931 2576 2099 1853 1618 1341 1229 1043 843 780 660 561 474 416 338 309 244 1619
3-3 2112 1798 1583 1354 1139 982 818 716 607 505 466 369 328 282 237 228 163 157 150 116 778
3-4 1654 1468 1253 1147 950 829 722 613 481 468 391 347 286 222 213 178 141 153 100 121 539
3-5 1220 1085 958 854 685 608 537 443 398 300 263 260 188 185 144 127 121 97 87 79 459
3-6 391 315 253 270 202 174 179 142 124 105 69 57 83 56 52 45 32 25 40 19 148
3-7 223 197 166 132 119 106 112 87 83 54 44 41 39 26 30 22 27 16 21 15 78
3-8 135 146 105 86 71 57 58 46 53 38 30 22 27 11 20 14 9 6 12 11 57
3-9 85 70 58 66 45 32 38 38 17 34 24 17 20 18 8 9 17 6 5 7 47
3-10 65 58 43 47 32 33 20 26 23 15 16 24 7 6 7 6 8 7 5 2 30
4-1 3248 2655 2342 2086 1740 1469 1291 1127 958 774 728 630 495 474 358 339 310 244 212 177 1176
4-2 3255 2830 2391 2034 1788 1508 1332 1152 964 804 701 628 486 450 345 335 322 264 210 196 1181
4-3 2559 2169 1899 1678 1409 1231 1031 917 749 662 562 473 428 359 336 282 247 216 170 152 899
4-4 1915 1673 1426 1180 1062 959 788 694 542 468 411 342 284 250 230 196 178 137 131 128 768
4-5 1317 1172 950 829 744 593 551 455 370 320 283 256 235 171 175 112 108 107 80 66 450
4-6 346 314 257 242 215 192 149 134 118 86 84 58 70 59 42 46 43 23 24 11 131
4-7 214 201 166 122 103 89 91 63 73 65 56 39 43 30 23 36 21 17 15 11 82
4-8 150 100 94 68 72 65 56 59 52 42 33 21 17 18 23 16 8 13 9 7 50
4-9 102 92 65 57 45 35 33 40 37 19 24 14 23 6 8 11 8 11 3 4 35
4-10 55 67 43 42 32 38 26 13 28 17 19 16 10 12 8 11 5 6 4 2 26
5-1 3490 3031 2606 2263 1931 1643 1476 1234 1140 904 793 653 569 502 420 350 330 273 246 213 1317
5-2 2996 2522 2253 1914 1593 1452 1161 1063 931 750 672 593 484 413 348 331 262 233 211 160 997
5-3 2769 2329 2112 1762 1525 1318 1133 996 798 763 662 548 433 396 359 279 238 208 180 154 998
5-4 2034 1775 1507 1332 1058 892 785 697 583 550 417 369 334 319 246 200 195 154 126 103 692
5-5 1216 1083 908 739 688 562 497 397 370 335 262 207 219 172 133 110 103 101 89 83 441
5-6 379 249 303 229 181 154 147 109 96 94 86 80 57 56 49 30 31 31 27 16 118
5-7 207 169 164 126 101 93 102 74 70 69 39 33 39 33 21 28 20 12 16 19 90
5-8 146 132 115 79 72 65 58 48 37 33 40 26 21 15 22 16 11 16 9 7 49
5-9 92 81 76 71 48 50 42 39 25 27 24 20 11 13 11 6 11 7 1 4 42
5-10 64 55 61 34 42 32 31 26 20 17 24 12 14 10 12 7 1 6 5 5 22
6-1 2355 1994 1822 1580 1234 1085 952 812 750 604 530 437 386 339 312 266 203 186 146 143 839
6-2 2401 1976 1696 1438 1269 1092 931 794 742 601 523 472 396 331 290 242 207 165 152 131 835
6-3 2370 2114 1809 1555 1275 1172 1007 834 727 595 553 486 407 339 296 262 210 200 164 123 879
6-4 1935 1712 1404 1231 1041 910 774 645 604 457 422 362 298 286 226 194 168 129 140 127 681
6-5 1107 998 842 676 585 503 477 418 303 261 260 219 169 150 175 114 92 74 69 56 396
6-6 357 290 277 224 189 162 152 162 113 103 77 53 63 58 34 39 34 21 24 24 124
6-7 201 205 176 128 117 123 96 75 56 52 58 48 25 37 28 25 19 15 17 16 81
6-8 170 138 122 103 83 89 54 47 41 45 29 32 28 26 13 17 7 8 6 9 63
6-9 127 101 73 82 47 45 42 36 41 25 12 30 19 12 13 10 10 8 7 5 39
6-10 74 70 55 48 39 31 34 18 25 11 17 15 18 12 15 6 12 5 1 3 24
7-1 2094 1777 1481 1370 1093 966 848 700 618 496 452 378 356 284 246 213 184 166 143 112 764
7-2 2299 1938 1585 1457 1217 1041 899 758 661 565 519 429 346 305 274 234 203 197 123 129 826
7-3 2198 1876 1629 1406 1181 1009 842 771 644 558 488 407 327 313 285 240 173 160 132 133 803
7-4 1746 1478 1294 1170 1022 863 680 651 535 451 383 329 285 250 234 196 158 114 126 100 663
7-5 1178 981 830 684 602 456 436 370 313 272 238 202 212 151 139 126 121 76 84 47 403
7-6 342 290 236 218 189 187 146 105 106 77 83 71 46 43 32 26 30 23 27 22 117
7-7 168 183 153 149 112 107 73 68 54 63 62 37 35 25 28 22 19 20 15 10 69
7-8 152 136 115 100 83 73 50 55 37 29 25 26 31 23 14 13 10 9 9 6 58
7-9 106 92 72 60 59 41 45 31 35 23 19 19 14 14 12 8 12 8 11 9 37
7-10 83 70 75 55 48 25 34 25 20 21 11 11 13 12 15 6 5 6 8 3 27
8-1 2786 2358 1990 1820 1477 1312 1131 937 755 657 584 514 456 410 353 307 247 219 174 146 954
8-2 1946 1577 1463 1204 1012 879 751 666 582 477 394 385 336 303 234 193 162 174 110 124 635
8-3 1696 1370 1230 1023 858 788 676 530 496 438 391 281 302 221 200 156 165 141 126 90 585
8-4 1990 1649 1399 1217 985 913 760 666 573 510 413 322 304 289 227 217 185 142 125 102 718
8-5 1227 1088 862 733 653 578 491 395 359 337 291 232 203 173 137 114 101 82 89 70 421
8-6 390 343 290 273 228 188 171 142 119 108 102 83 65 61 45 31 51 29 32 29 151
8-7 254 215 186 173 147 146 91 91 88 86 55 46 39 28 37 30 23 23 19 21 104
8-8 183 147 131 120 93 94 76 75 69 53 40 31 32 24 25 19 15 14 11 3 65
8-9 119 120 98 92 64 54 44 42 35 40 24 21 30 16 11 9 11 15 7 9 44
8-10 85 65 82 48 38 40 36 33 23 26 23 18 16 14 13 10 10 8 3 5 26
9-1 3771 3167 2697 2374 1965 1726 1493 1219 1071 943 839 714 617 523 424 384 341 292 241 220 1312
9-2 2917 2380 2135 1801 1594 1383 1137 1010 880 737 619 555 430 447 325 295 246 235 181 180 989
9-3 2055 1718 1510 1299 1094 946 790 717 598 522 448 402 338 284 272 211 170 155 144 110 736
9-4 1645 1394 1209 1007 908 710 711 553 467 401 372 297 257 200 192 169 144 121 142 106 530
9-5 1553 1289 1088 896 743 678 575 502 437 369 345 289 239 186 166 153 133 105 103 86 532
9-6 518 492 345 334 306 247 212 183 151 139 140 115 109 69 62 65 48 42 36 34 167
9-7 340 309 245 236 188 142 129 115 116 96 67 56 72 47 43 38 22 24 16 21 116
9-8 260 207 174 180 139 122 101 83 73 66 57 51 30 33 26 25 27 19 18 11 91
9-9 185 142 134 87 78 80 65 53 47 55 40 40 37 35 25 29 15 15 12 8 72
9-10 121 101 77 93 68 57 50 36 39 38 34 22 21 20 18 5 12 10 8 10 40
10-1 4962 4384 3733 3080 2750 2328 1961 1766 1504 1280 1092 997 826 655 649 560 452 393 359 270 1836
10-2 2928 2592 2149 1806 1604 1375 1162 1021 832 786 680 547 445 409 329 295 265 241 193 173 1026
10-3 3153 2777 2343 2047 1814 1463 1296 1156 971 843 741 583 518 452 406 352 302 267 206 185 1170
10-4 1473 1236 1118 939 776 676 590 508 417 369 318 284 261 211 166 139 133 99 99 80 528
10-5 1100 968 836 649 661 542 443 365 361 306 231 225 189 167 156 109 89 87 73 68 409
10-6 333 267 256 221 186 153 129 114 90 81 71 61 60 54 45 35 22 33 22 22 123
10-7 193 230 154 133 141 103 100 91 60 56 60 44 34 34 24 25 22 10 10 14 77
10-8 154 143 120 107 89 64 75 52 43 38 39 27 26 31 20 23 9 11 11 4 60
10-9 136 110 85 86 50 48 50 29 41 36 26 23 24 17 13 10 12 6 6 6 39
10-10 92 72 61 66 45 42 34 27 33 16 10 20 15 9 14 13 8 8 4 5 31
*end

*summarise_agents[Summer_agents]
year: 1990
time_step: Summer
values {d}
row-col agent_ndx age age_index length length_index weight scalar sex mature M L_inf k a b tag alive lat long
3-7 2050 2 2 26.6911 5 6.34654e-005 187.793 0 0 0.150008 101.804 0.160991 4.79e-009 2.89 0 1 2.29893 18.6592
9-5 7612 6 6 60.9172 12 0.000689025 187.793 0 1 0.149966 101.82 0.161018 4.79e-009 2.89 0 1 2.85 18.4724
1-1 31918 3 3 37.2781 7 0.000166662 187.793 0 1 0.150025 101.799 0.160992 4.79e-009 2.89 0 1 2.09767 18.0658
1-2 18921 4 4 46.3691 9 0.000313138 187.793 0 1 0.150001 101.797 0.160973 4.79e-009 2.89 0 1 2.02959 18.1181
8-1 15839 7 7 66.6653 13 0.000894142 187.793 0 1 0.149977 101.797 0.161003 4.79e-009 2.89 0 1 2.73966 18.061
5-8 1262 4 4 46.3721 9 0.000313197 187.793 0 0 0.150026 101.799 0.160984 4.79e-009 2.89 0 1 2.40135 18.7846
10-3 17994 2 2 26.686 5 6.343e-005 187.793 0 1 0.150012 101.786 0.160986 4.79e-009 2.89 0 1 2.95 18.2161
4-4 3933 9 9 75.8814 15 0.00129995 187.793 0 1 0.150022 101.8 0.161036 4.79e-009 2.89 0 1 2.31052 18.3451
6-5 1672 1 1 14.3642 2 1.05897e-005 187.793 0 1 0.149998 101.799 0.160987 4.79e-009 2.89 0 1 2.53325 18.485
4-1 9650 20 20 99.8498 16 0.00287375 187.793 0 1 0.14999 101.809 0.160987 4.79e-009 2.89 0 1 2.36517 18.0842
9-1 31872 5 5 54.1882 10 0.00049127 187.793 0 1 0.149989 101.795 0.161008 4.79e-009 2.89 0 1 2.88584 18.05
1-3 20583 13 13 87.6841 16 0.00197413 187.793 0 1 0.150026 101.801 0.161003 4.79e-009 2.89 0 1 2.00197 18.2301
4-3 18882 10 10 79.5241 15 0.0014886 187.793 0 1 0.149973 101.791 0.161011 4.79e-009 2.89 0 1 2.39297 18.2149
5-2 15511 18 18 95.1931 16 0.00250326 187.793 0 1 0.149987 101.799 0.160975 4.79e-009 2.89 0 1 2.42599 18.1739
7-4 2702 6 6 60.8965 12 0.000688347 187.793 0 1 0.15 101.8 0.160979 4.79e-009 2.89 0 1 2.684 18.3613
3-1 13323 7 7 66.6702 13 0.000894332 187.793 0 1 0.150002 101.799 0.161019 4.79e-009 2.89 0 1 2.20102 18.0851
1-1 30770 2 2 26.685 5 6.34233e-005 187.793 0 0 0.149992 101.791 0.16097 4.79e-009 2.89 0 1 2.0952 18.0747
5-1 21257 20 20 101.232 16 0.00299025 187.793 0 1 0.149989 101.813 0.160979 4.79e-009 2.89 0 1 2.48761 18.0444
4-1 12912 9 9 75.8759 15 0.00129968 187.793 0 1 0.149999 101.792 0.161037 4.79e-009 2.89 0 1 2.36974 18.0263
10-1 37546 8 8 71.6088 14 0.00109948 187.793 0 1 0.15001 101.793 0.160972 4.79e-009 2.89 0 1 2.91644 18.0682
10-2 8400 2 2 26.6956 5 6.3496e-005 187.793 0 0 0.149994 101.812 0.161007 4.79e-009 2.89 0 1 2.97529 18.15
4-4 3770 7 7 66.6607 13 0.000893964 187.793 0 1 0.149983 101.787 0.161012 4.79e-009 2.89 0 1 2.35319 18.3577
8-5 2791 1 1 14.3657 2 1.05928e-005 187.793 0 0 0.149974 101.796 0.161011 4.79e-009 2.89 0 1 2.78567 18.409
8-7 782 2 2 26.6893 5 6.34527e-005 187.793 0 0 0.150008 101.794 0.160996 4.79e-009 2.89 0 1 2.70017 18.607
5-2 1586 4 4 46.3713 9 0.000313181 187.793 0 1 0.149966 101.785 0.161012 4.79e-009 2.89 0 1 2.49736 18.1152
1-1 13936 1 1 14.3667 2 1.05949e-005 187.793 0 0 0.150023 101.805 0.161008 4.79e-009 2.89 0 1 2.08067 18.0427
2-1 6034 11 11 82.6713 16 0.00166529 187.793 0 1 0.150006 101.801 0.161008 4.79e-009 2.89 0 1 2.15336 18.014
5-1 13550 6 6 60.9084 12 0.000688734 187.793 0 1 0.150027 101.805 0.16102 4.79e-009 2.89 0 1 2.46943 18.0309
7-9 1231 6 6 60.9013 12 0.000688505 187.793 0 1 0.150051 101.801 0.160999 4.79e-009 2.89 0 1 2.6645 18.8674
6-8 1556 1 1 14.3654 2 1.05921e-005 187.793 0 0 0.150012 101.796 0.161007 4.79e-009 2.89 0 1 2.55763 18.7144
10-9 745 7 7 66.6696 13 0.000894308 187.793 0 1 0.149994 101.804 0.161002 4.79e-009 2.89 0 1 2.95334 18.8846
5-3 7608 1 1 14.3666 2 1.05946e-005 187.793 0 1 0.15002 101.811 0.160995 4.79e-009 2.89 0 1 2.48966 18.2553
4-4 1079 2 2 26.6973 5 6.35077e-005 187.793 0 0 0.150004 101.819 0.161006 4.79e-009 2.89 0 1 2.36028 18.3645
8-3 4450 8 8 71.6164 14 0.00109982 187.793 0 1 0.149977 101.794 0.161005 4.79e-009 2.89 0 1 2.78886 18.2523
9-1 9410 11 11 82.6741 16 0.00166546 187.793 0 1 0.149996 101.807 0.161 4.79e-009 2.89 0 1 2.86867 18.05
8-7 2307 4 4 46.3732 9 0.000313219 187.793 0 1 0.14999 101.795 0.160999 4.79e-009 2.89 0 1 2.70778 18.649
2-9 513 17 17 94.1122 16 0.00242199 187.793 0 1 0.149968 101.798 0.161015 4.79e-009 2.89 0 1 2.14152 18.8919
10-7 1170 16 16 92.8523 16 0.00232947 187.793 0 1 0.150005 101.798 0.161023 4.79e-009 2.89 0 1 2.93721 18.6774
1-2 22460 2 2 26.691 5 6.34647e-005 187.793 0 0 0.150004 101.796 0.161005 4.79e-009 2.89 0 1 2.04221 18.15
4-1 21568 20 20 98.7046 16 0.00277952 187.793 0 1 0.150018 101.792 0.161024 4.79e-009 2.89 0 1 2.38085 18.0253
9-6 3625 3 3 37.2746 7 0.000166617 187.793 0 1 0.149993 101.793 0.160983 4.79e-009 2.89 0 1 2.81471 18.5647
6-2 11638 3 3 37.2777 7 0.000166657 187.793 0 0 0.149978 101.794 0.160999 4.79e-009 2.89 0 1 2.50067 18.1429
8-6 760 3 3 37.2765 7 0.000166641 187.793 0 1 0.150014 101.803 0.160973 4.79e-009 2.89 0 1 2.78906 18.5818
10-5 14901 2 2 26.6871 5 6.34378e-005 187.793 0 0 0.150024 101.791 0.160985 4.79e-009 2.89 0 1 2.95 18.4705
6-6 791 7 7 66.674 13 0.000894477 187.793 0 1 0.15 101.811 0.160999 4.79e-009 2.89 0 1 2.51414 18.5114
8-5 4677 2 2 26.6908 5 6.34632e-005 187.793 0 0 0.149975 101.798 0.160999 4.79e-009 2.89 0 1 2.78664 18.45
4-1 7016 15 15 91.3782 16 0.00222418 187.793 0 1 0.149966 101.799 0.160976 4.79e-009 2.89 0 1 2.32382 18.0979
1-3 6159 12 12 85.3639 16 0.00182692 187.793 0 1 0.150003 101.798 0.160996 4.79e-009 2.89 0 1 2.05 18.2641
4-1 22800 10 10 79.5195 15 0.00148835 187.793 0 1 0.149979 101.783 0.161018 4.79e-009 2.89 0 1 2.35133 18.0433
7-1 2124 16 16 92.8338 16 0.00232813 187.793 0 1 0.150014 101.784 0.160979 4.79e-009 2.89 0 1 2.66991 18.0504
1-5 4005 2 2 26.6913 5 6.34662e-005 187.793 0 1 0.150005 101.804 0.16099 4.79e-009 2.89 0 1 2.05 18.4678
